configuration,switches,repetition,dpid,status,per_switch_us,batch_us
x509,30,4,13,OK,8055.796,27249.950
x509,30,4,16,OK,8053.351,27249.950
x509,30,4,19,OK,8050.957,27249.950
x509,30,4,18,OK,8074.188,27249.950
x509,30,4,21,OK,10329.780,27249.950
x509,30,4,6,OK,10891.682,27249.950
x509,30,4,22,OK,12294.959,27249.950
x509,30,4,27,OK,12282.708,27249.950
x509,30,4,12,OK,12447.384,27249.950
x509,30,4,8,OK,14490.498,27249.950
x509,30,4,26,OK,14342.562,27249.950
x509,30,4,11,OK,14507.267,27249.950
x509,30,4,10,OK,14529.155,27249.950
x509,30,4,15,OK,16266.530,27249.950
x509,30,4,28,OK,18022.278,27249.950
x509,30,4,25,OK,21922.564,27249.950
x509,30,4,17,OK,22065.372,27249.950
x509,30,4,20,OK,22454.314,27249.950
x509,30,4,9,OK,22596.701,27249.950
x509,30,4,14,OK,24035.079,27249.950
x509,30,4,24,OK,23966.981,27249.950
x509,30,4,29,OK,25840.863,27249.950
x509,30,4,23,OK,26251.193,27249.950
x509,30,4,30,OK,26798.529,27249.950
x509,30,5,2,OK,2525.288,27590.831
x509,30,5,3,OK,2545.643,27590.831
x509,30,5,1,OK,2760.335,27590.831
x509,30,5,7,OK,9384.805,27590.831
x509,30,5,19,OK,9660.903,27590.831
x509,30,5,4,OK,11350.235,27590.831
x509,30,5,22,OK,12719.705,27590.831
x509,30,5,21,OK,13261.753,27590.831
x509,30,5,26,OK,14970.218,27590.831
x509,30,5,14,OK,15165.937,27590.831
x509,30,5,17,OK,15920.391,27590.831
x509,30,5,8,OK,16274.915,27590.831
x509,30,5,11,OK,19677.631,27590.831
x509,30,5,28,OK,19862.741,27590.831
x509,30,5,20,OK,22562.632,27590.831
x509,30,5,10,OK,22751.989,27590.831
x509,30,5,15,OK,23660.642,27590.831
x509,30,5,18,OK,23608.482,27590.831
x509,30,5,16,OK,24340.047,27590.831
x509,30,5,5,OK,25165.244,27590.831
x509,30,5,25,OK,24952.296,27590.831
x509,30,5,27,OK,24956.494,27590.831
x509,30,5,6,OK,25213.068,27590.831
x509,30,5,29,OK,25716.067,27590.831
x509,30,5,9,OK,25978.681,27590.831
x509,30,5,23,OK,25826.518,27590.831
x509,30,5,13,OK,26209.521,27590.831
x509,30,5,24,OK,26070.340,27590.831
x509,30,5,12,OK,26250.552,27590.831
x509,30,5,30,OK,26610.305,27590.831
x509,30,6,1,OK,3327.386,38102.279
x509,30,6,4,OK,3329.750,38102.279
x509,30,6,2,OK,7371.132,38102.279
x509,30,6,6,OK,9201.659,38102.279
x509,30,6,12,OK,10129.705,38102.279
x509,30,6,5,OK,11566.360,38102.279
x509,30,6,17,OK,11544.742,38102.279
x509,30,6,28,OK,24020.567,38102.279
x509,30,6,26,OK,24077.966,38102.279
x509,30,6,22,OK,24118.096,38102.279
x509,30,6,30,OK,27583.000,38102.279
x509,30,6,27,OK,27661.466,38102.279
x509,30,6,7,OK,28796.620,38102.279
x509,30,6,20,OK,29358.672,38102.279
x509,30,6,29,OK,30483.448,38102.279
x509,30,6,16,OK,30597.646,38102.279
x509,30,6,3,OK,31910.217,38102.279
x509,30,6,25,OK,31785.861,38102.279
x509,30,6,15,OK,33951.427,38102.279
x509,30,6,8,OK,34787.474,38102.279
x509,30,6,14,OK,34949.374,38102.279
x509,30,6,10,OK,35032.538,38102.279
x509,30,6,11,OK,35699.563,38102.279
x509,30,6,9,OK,35746.915,38102.279
x509,30,6,21,OK,35664.471,38102.279
x509,30,6,23,OK,36794.006,38102.279
x509,30,6,19,OK,36880.456,38102.279
x509,30,6,24,OK,36866.792,38102.279
x509,30,6,18,OK,37508.031,38102.279
x509,30,6,13,OK,37856.734,38102.279
x509,30,7,1,OK,26679.518,35672.135
x509,30,7,5,OK,26406.505,35672.135
x509,30,7,6,OK,26421.141,35672.135
x509,30,7,8,OK,26423.164,35672.135
x509,30,7,9,OK,26430.787,35672.135
x509,30,7,10,OK,26428.964,35672.135
x509,30,7,11,OK,26430.567,35672.135
x509,30,7,12,OK,26434.564,35672.135
x509,30,7,13,OK,26442.067,35672.135
x509,30,7,14,OK,26447.556,35672.135
x509,30,7,17,OK,26421.891,35672.135
x509,30,7,18,OK,26426.119,35672.135
x509,30,7,20,OK,26422.764,35672.135
x509,30,7,23,OK,26409.620,35672.135
x509,30,7,24,OK,26408.488,35672.135
x509,30,7,25,OK,26413.076,35672.135
x509,30,7,16,OK,28203.814,35672.135
x509,30,7,30,OK,28112.908,35672.135
x509,30,7,19,OK,28226.694,35672.135
x509,30,7,21,OK,29057.651,35672.135
x509,30,7,22,OK,29087.052,35672.135
x509,30,7,2,OK,29631.384,35672.135
x509,30,7,3,OK,31261.926,35672.135
x509,30,7,7,OK,31274.407,35672.135
x509,30,7,27,OK,31910.308,35672.135
x509,30,7,15,OK,32068.651,35672.135
x509,30,7,28,OK,32010.971,35672.135
x509,30,7,4,OK,32889.521,35672.135
x509,30,7,29,OK,34780.773,35672.135
x509,30,7,26,OK,35085.270,35672.135
x509,30,8,1,OK,13488.716,41166.902
x509,30,8,2,OK,13462.961,41166.902
x509,30,8,3,OK,13464.173,41166.902
x509,30,8,4,OK,13463.632,41166.902
x509,30,8,5,OK,8296.393,41166.902
x509,30,8,7,OK,8250.282,41166.902
x509,30,8,8,OK,8251.054,41166.902
x509,30,8,9,OK,8252.506,41166.902
x509,30,8,10,OK,8253.538,41166.902
x509,30,8,13,OK,10763.872,41166.902
x509,30,8,28,OK,12844.391,41166.902
x509,30,8,16,OK,12968.435,41166.902
x509,30,8,12,OK,13014.856,41166.902
x509,30,8,21,OK,17211.637,41166.902
x509,30,8,25,OK,18541.809,41166.902
x509,30,8,20,OK,18619.603,41166.902
x509,30,8,17,OK,20700.683,41166.902
x509,30,8,24,OK,21283.883,41166.902
x509,30,8,6,OK,21469.253,41166.902
x509,30,8,18,OK,23235.288,41166.902
x509,30,8,26,OK,23218.710,41166.902
x509,30,8,30,OK,24513.440,41166.902
x509,30,8,14,OK,24699.030,41166.902
x509,30,8,15,OK,28043.057,41166.902
x509,30,8,29,OK,28028.732,41166.902
x509,30,8,22,OK,35550.605,41166.902
x509,30,8,27,OK,35563.257,41166.902
x509,30,8,19,OK,35648.013,41166.902
x509,30,8,23,OK,35658.091,41166.902
x509,30,8,11,OK,35772.469,41166.902
x509,30,9,1,OK,3388.943,23407.507
x509,30,9,2,OK,3406.844,23407.507
x509,30,9,4,OK,5794.996,23407.507
x509,30,9,5,OK,5804.513,23407.507
x509,30,9,25,OK,5607.852,23407.507
x509,30,9,3,OK,7607.000,23407.507
x509,30,9,15,OK,9718.243,23407.507
x509,30,9,11,OK,9811.384,23407.507
x509,30,9,21,OK,12677.984,23407.507
x509,30,9,16,OK,14734.412,23407.507
x509,30,9,24,OK,14701.034,23407.507
x509,30,9,19,OK,16775.152,23407.507
x509,30,9,22,OK,16782.065,23407.507
x509,30,9,30,OK,16737.988,23407.507
x509,30,9,7,OK,16995.594,23407.507
x509,30,9,13,OK,18410.151,23407.507
x509,30,9,10,OK,18478.028,23407.507
x509,30,9,14,OK,18444.160,23407.507
x509,30,9,26,OK,18334.009,23407.507
x509,30,9,9,OK,19473.331,23407.507
x509,30,9,12,OK,20652.120,23407.507
x509,30,9,6,OK,20771.626,23407.507
x509,30,9,18,OK,20671.584,23407.507
x509,30,9,17,OK,21335.642,23407.507
x509,30,9,28,OK,21251.867,23407.507
x509,30,9,8,OK,22168.343,23407.507
x509,30,9,23,OK,22471.587,23407.507
x509,30,9,20,OK,22533.113,23407.507
x509,30,9,29,OK,22733.931,23407.507
x509,30,9,27,OK,23029.743,23407.507
x509,30,10,3,OK,6003.787,21253.922
x509,30,10,1,OK,6101.807,21253.922
x509,30,10,2,OK,6071.384,21253.922
x509,30,10,8,OK,6042.594,21253.922
x509,30,10,5,OK,6072.406,21253.922
x509,30,10,16,OK,6021.798,21253.922
x509,30,10,6,OK,6088.764,21253.922
x509,30,10,10,OK,6078.476,21253.922
x509,30,10,26,OK,6001.834,21253.922
x509,30,10,4,OK,6154.518,21253.922
x509,30,10,28,OK,6909.143,21253.922
x509,30,10,9,OK,7056.238,21253.922
x509,30,10,11,OK,7063.230,21253.922
x509,30,10,20,OK,7961.905,21253.922
x509,30,10,19,OK,8000.542,21253.922
x509,30,10,12,OK,8698.480,21253.922
x509,30,10,7,OK,10931.924,21253.922
x509,30,10,17,OK,12133.673,21253.922
x509,30,10,13,OK,12183.489,21253.922
x509,30,10,14,OK,12194.749,21253.922
x509,30,10,24,OK,13166.500,21253.922
x509,30,10,23,OK,16862.444,21253.922
x509,30,10,30,OK,18581.618,21253.922
x509,30,10,15,OK,18715.240,21253.922
x509,30,10,25,OK,18676.753,21253.922
x509,30,10,29,OK,18693.181,21253.922
x509,30,10,27,OK,18716.652,21253.922
x509,30,10,21,OK,18762.281,21253.922
x509,30,10,22,OK,18767.571,21253.922
x509,30,10,18,OK,21059.836,21253.922
