configuration,switches,repetition,dpid,status,per_switch_us,batch_us
baseline,30,2,16,OK,12289.699,15117.180
baseline,30,2,17,OK,12236.993,15117.180
baseline,30,2,18,OK,12213.952,15117.180
baseline,30,2,19,OK,12218.609,15117.180
baseline,30,2,20,OK,12221.185,15117.180
baseline,30,2,21,OK,12226.645,15117.180
baseline,30,2,24,OK,12207.099,15117.180
baseline,30,2,26,OK,11859.375,15117.180
baseline,30,2,27,OK,11842.435,15117.180
baseline,30,2,28,OK,11518.595,15117.180
baseline,30,2,29,OK,11502.646,15117.180
baseline,30,2,25,OK,14391.919,15117.180
baseline,30,2,22,OK,14448.782,15117.180
baseline,30,2,30,OK,13681.835,15117.180
baseline,30,2,23,OK,14757.315,15117.180
baseline,30,3,1,OK,11891.655,16405.318
baseline,30,3,2,OK,11872.781,16405.318
baseline,30,3,3,OK,11879.002,16405.318
baseline,30,3,6,OK,11869.014,16405.318
baseline,30,3,7,OK,11874.264,16405.318
baseline,30,3,8,OK,11879.352,16405.318
baseline,30,3,9,OK,11884.893,16405.318
baseline,30,3,10,OK,11891.194,16405.318
baseline,30,3,12,OK,11891.295,16405.318
baseline,30,3,13,OK,11897.966,16405.318
baseline,30,3,14,OK,11904.428,16405.318
baseline,30,3,15,OK,11909.588,16405.318
baseline,30,3,16,OK,11913.655,16405.318
baseline,30,3,17,OK,11918.143,16405.318
baseline,30,3,18,OK,11924.003,16405.318
baseline,30,3,20,OK,11919.937,16405.318
baseline,30,3,21,OK,11922.521,16405.318
baseline,30,3,23,OK,11918.915,16405.318
baseline,30,3,11,OK,12022.965,16405.318
baseline,30,3,28,OK,12378.001,16405.318
baseline,30,3,29,OK,12406.704,16405.318
baseline,30,3,27,OK,12454.230,16405.318
baseline,30,3,4,OK,12835.264,16405.318
baseline,30,3,5,OK,12844.220,16405.318
baseline,30,3,19,OK,14471.174,16405.318
baseline,30,3,26,OK,15408.202,16405.318
baseline,30,3,25,OK,15449.818,16405.318
baseline,30,3,24,OK,15485.833,16405.318
baseline,30,3,30,OK,15460.868,16405.318
baseline,30,3,22,OK,16129.255,16405.318
baseline,30,4,1,OK,14591.905,15132.579
baseline,30,4,2,OK,13271.829,15132.579
baseline,30,4,3,OK,13260.298,15132.579
baseline,30,4,4,OK,13260.168,15132.579
baseline,30,4,5,OK,13264.115,15132.579
baseline,30,4,6,OK,13269.074,15132.579
baseline,30,4,7,OK,13273.763,15132.579
baseline,30,4,8,OK,13278.361,15132.579
baseline,30,4,9,OK,13281.357,15132.579
baseline,30,4,10,OK,13282.790,15132.579
baseline,30,4,11,OK,13285.274,15132.579
baseline,30,4,12,OK,13288.139,15132.579
baseline,30,4,13,OK,13287.097,15132.579
baseline,30,4,14,OK,13290.373,15132.579
baseline,30,4,15,OK,13292.417,15132.579
baseline,30,4,16,OK,13292.637,15132.579
baseline,30,4,17,OK,13295.402,15132.579
baseline,30,4,18,OK,13298.518,15132.579
baseline,30,4,19,OK,13301.754,15132.579
baseline,30,4,20,OK,13304.168,15132.579
baseline,30,4,21,OK,13305.851,15132.579
baseline,30,4,22,OK,13310.560,15132.579
baseline,30,4,23,OK,13313.505,15132.579
baseline,30,4,24,OK,13317.272,15132.579
baseline,30,4,25,OK,13320.588,15132.579
baseline,30,4,26,OK,13324.145,15132.579
baseline,30,4,27,OK,13327.781,15132.579
baseline,30,4,28,OK,13329.784,15132.579
baseline,30,4,29,OK,13331.788,15132.579
baseline,30,4,30,OK,13333.211,15132.579
baseline,30,5,1,OK,10701.786,14557.321
baseline,30,5,2,OK,10690.717,14557.321
baseline,30,5,3,OK,10697.138,14557.321
baseline,30,5,4,OK,10702.568,14557.321
baseline,30,5,5,OK,10708.088,14557.321
baseline,30,5,6,OK,10713.338,14557.321
baseline,30,5,7,OK,10717.455,14557.321
baseline,30,5,11,OK,10705.343,14557.321
baseline,30,5,12,OK,10721.662,14557.321
baseline,30,5,15,OK,10714.490,14557.321
baseline,30,5,17,OK,10711.074,14557.321
baseline,30,5,18,OK,10715.763,14557.321
baseline,30,5,22,OK,10693.551,14557.321
baseline,30,5,23,OK,10698.832,14557.321
baseline,30,5,25,OK,10705.633,14557.321
baseline,30,5,8,OK,10860.386,14557.321
baseline,30,5,10,OK,10864.083,14557.321
baseline,30,5,28,OK,10745.356,14557.321
baseline,30,5,19,OK,11652.679,14557.321
baseline,30,5,30,OK,11593.562,14557.321
baseline,30,5,27,OK,11628.666,14557.321
baseline,30,5,24,OK,11675.340,14557.321
baseline,30,5,14,OK,12476.871,14557.321
baseline,30,5,20,OK,12880.957,14557.321
baseline,30,5,9,OK,12982.061,14557.321
baseline,30,5,16,OK,12969.498,14557.321
baseline,30,5,21,OK,13015.492,14557.321
baseline,30,5,29,OK,13724.834,14557.321
baseline,30,5,13,OK,13868.456,14557.321
baseline,30,5,26,OK,14289.193,14557.321
baseline,30,6,1,OK,14243.921,16910.860
baseline,30,6,2,OK,14108.324,16910.860
baseline,30,6,3,OK,14106.911,16910.860
baseline,30,6,4,OK,13794.052,16910.860
baseline,30,6,5,OK,13782.260,16910.860
baseline,30,6,6,OK,13780.216,16910.860
baseline,30,6,7,OK,13779.815,16910.860
baseline,30,6,8,OK,13780.056,16910.860
baseline,30,6,9,OK,13780.336,16910.860
baseline,30,6,10,OK,13780.627,16910.860
baseline,30,6,11,OK,13778.423,16910.860
baseline,30,6,12,OK,13777.852,16910.860
baseline,30,6,13,OK,14013.922,16910.860
baseline,30,6,14,OK,14034.019,16910.860
baseline,30,6,15,OK,14045.189,16910.860
baseline,30,6,16,OK,14047.123,16910.860
baseline,30,6,17,OK,14051.671,16910.860
baseline,30,6,18,OK,14063.001,16910.860
baseline,30,6,19,OK,14068.963,16910.860
baseline,30,6,20,OK,14074.772,16910.860
baseline,30,6,21,OK,14079.111,16910.860
baseline,30,6,22,OK,14082.407,16910.860
baseline,30,6,24,OK,14097.615,16910.860
baseline,30,6,23,OK,15620.940,16910.860
baseline,30,6,27,OK,15627.511,16910.860
baseline,30,6,30,OK,15626.329,16910.860
baseline,30,6,26,OK,15659.260,16910.860
baseline,30,6,28,OK,15663.617,16910.860
baseline,30,6,29,OK,15672.134,16910.860
baseline,30,6,25,OK,16043.720,16910.860
baseline,30,7,1,OK,8147.904,15052.093
baseline,30,7,2,OK,6609.512,15052.093
baseline,30,7,3,OK,6583.565,15052.093
baseline,30,7,4,OK,6584.767,15052.093
baseline,30,7,6,OK,6578.516,15052.093
baseline,30,7,13,OK,4832.514,15052.093
baseline,30,7,20,OK,4685.176,15052.093
baseline,30,7,21,OK,7076.522,15052.093
baseline,30,7,10,OK,7355.901,15052.093
baseline,30,7,28,OK,7080.520,15052.093
baseline,30,7,8,OK,7511.094,15052.093
baseline,30,7,9,OK,7427.713,15052.093
baseline,30,7,30,OK,7131.633,15052.093
baseline,30,7,26,OK,7174.661,15052.093
baseline,30,7,15,OK,7398.319,15052.093
baseline,30,7,14,OK,8297.758,15052.093
baseline,30,7,18,OK,8217.802,15052.093
baseline,30,7,24,OK,8145.049,15052.093
baseline,30,7,7,OK,10123.533,15052.093
baseline,30,7,19,OK,8671.558,15052.093
baseline,30,7,23,OK,8673.301,15052.093
baseline,30,7,25,OK,8671.739,15052.093
baseline,30,7,11,OK,9672.081,15052.093
baseline,30,7,22,OK,9508.543,15052.093
baseline,30,7,16,OK,9927.266,15052.093
baseline,30,7,27,OK,10417.880,15052.093
baseline,30,7,29,OK,10446.713,15052.093
baseline,30,7,17,OK,10680.909,15052.093
baseline,30,7,5,OK,13166.989,15052.093
baseline,30,7,12,OK,11438.199,15052.093
baseline,30,8,1,OK,11494.511,24952.079
baseline,30,8,2,OK,10181.279,24952.079
baseline,30,8,3,OK,10181.800,24952.079
baseline,30,8,4,OK,10182.972,24952.079
baseline,30,8,5,OK,10183.934,24952.079
baseline,30,8,6,OK,10186.078,24952.079
baseline,30,8,7,OK,10188.311,24952.079
baseline,30,8,8,OK,10189.864,24952.079
baseline,30,8,9,OK,10190.014,24952.079
baseline,30,8,10,OK,10190.215,24952.079
baseline,30,8,15,OK,10143.831,24952.079
baseline,30,8,22,OK,10071.619,24952.079
baseline,30,8,23,OK,10071.950,24952.079
baseline,30,8,12,OK,10235.718,24952.079
baseline,30,8,16,OK,10195.284,24952.079
baseline,30,8,24,OK,11112.877,24952.079
baseline,30,8,18,OK,11208.681,24952.079
baseline,30,8,13,OK,11304.896,24952.079
baseline,30,8,11,OK,13199.208,24952.079
baseline,30,8,21,OK,13407.116,24952.079
baseline,30,8,17,OK,13481.251,24952.079
baseline,30,8,14,OK,16698.793,24952.079
baseline,30,8,19,OK,17083.935,24952.079
baseline,30,8,29,OK,19247.541,24952.079
baseline,30,8,28,OK,19316.416,24952.079
baseline,30,8,26,OK,19362.891,24952.079
baseline,30,8,25,OK,19434.291,24952.079
baseline,30,8,27,OK,22370.466,24952.079
baseline,30,8,30,OK,23016.934,24952.079
baseline,30,8,20,OK,23150.337,24952.079
baseline,30,9,1,OK,18094.246,23234.150
baseline,30,9,2,OK,18241.634,23234.150
baseline,30,9,3,OK,18251.873,23234.150
baseline,30,9,4,OK,18265.147,23234.150
baseline,30,9,5,OK,18267.451,23234.150
baseline,30,9,6,OK,18274.754,23234.150
baseline,30,9,7,OK,18277.148,23234.150
baseline,30,9,8,OK,18279.984,23234.150
baseline,30,9,9,OK,18284.833,23234.150
baseline,30,9,10,OK,18290.764,23234.150
baseline,30,9,11,OK,18294.991,23234.150
baseline,30,9,12,OK,18300.250,23234.150
baseline,30,9,14,OK,18299.750,23234.150
baseline,30,9,15,OK,18300.080,23234.150
baseline,30,9,16,OK,18303.426,23234.150
baseline,30,9,19,OK,18296.364,23234.150
baseline,30,9,20,OK,18300.831,23234.150
baseline,30,9,21,OK,18301.172,23234.150
baseline,30,9,22,OK,18301.984,23234.150
baseline,30,9,23,OK,18303.467,23234.150
baseline,30,9,24,OK,18324.225,23234.150
baseline,30,9,17,OK,18385.255,23234.150
baseline,30,9,26,OK,18338.370,23234.150
baseline,30,9,13,OK,18458.368,23234.150
baseline,30,9,30,OK,20760.563,23234.150
baseline,30,9,25,OK,20958.083,23234.150
baseline,30,9,18,OK,21507.074,23234.150
baseline,30,9,28,OK,21475.997,23234.150
baseline,30,9,29,OK,22350.380,23234.150
baseline,30,9,27,OK,22823.231,23234.150
baseline,30,10,1,OK,8482.454,10736.170
baseline,30,10,2,OK,8515.625,10736.170
baseline,30,10,3,OK,8521.205,10736.170
baseline,30,10,4,OK,8523.148,10736.170
baseline,30,10,5,OK,8527.867,10736.170
baseline,30,10,10,OK,8091.451,10736.170
baseline,30,10,7,OK,8198.347,10736.170
baseline,30,10,25,OK,8031.533,10736.170
baseline,30,10,6,OK,8628.009,10736.170
baseline,30,10,27,OK,8044.777,10736.170
baseline,30,10,28,OK,8047.492,10736.170
baseline,30,10,8,OK,8241.435,10736.170
baseline,30,10,20,OK,8139.820,10736.170
baseline,30,10,11,OK,8235.775,10736.170
baseline,30,10,12,OK,8237.237,10736.170
baseline,30,10,21,OK,8157.863,10736.170
baseline,30,10,14,OK,8238.760,10736.170
baseline,30,10,15,OK,8242.297,10736.170
baseline,30,10,9,OK,8302.596,10736.170
baseline,30,10,13,OK,8277.741,10736.170
baseline,30,10,18,OK,8242.277,10736.170
baseline,30,10,16,OK,8274.054,10736.170
baseline,30,10,17,OK,8281.768,10736.170
baseline,30,10,19,OK,8273.003,10736.170
baseline,30,10,24,OK,8245.492,10736.170
baseline,30,10,23,OK,8263.776,10736.170
baseline,30,10,29,OK,8964.873,10736.170
baseline,30,10,26,OK,9020.154,10736.170
baseline,30,10,30,OK,8999.346,10736.170
baseline,30,10,22,OK,9798.111,10736.170
